时间,设备名称,片上时间(),加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X(ʯt),磁场Y(ʯt),磁场Z(ʯt),温度(℃),气压(Pa),高度(m),经度(),纬度(),GPS地速(km),运动航向角(°),GPS高度(m),卫星数量(),位置定位精度(),水平定位精度(),垂直定位精度(),四元数0(),四元数1(),四元数2(),四元数3()
 20:06:00.677,COM5, 2024-08-16 20:06:02.185, 0.016, -0.073, 1.118, 1.648, 0.000, 0.488, -7.635, 4.378, -149.205,,,, 28.12,,, 108.653880, 34.258529, 17.519, 149.320, 379.100,,,,,,,,,
 20:06:00.787,COM5, 2024-08-16 20:06:02.285, 0.041, 0.020, 0.952, 2.197, 0.244, 0.916, -7.515, 4.427, -149.134,,,, 28.15,,, 108.653889, 34.258523, 17.353, 149.410, 379.200,,,,,,,,,
 20:06:00.880,COM5, 2024-08-16 20:06:02.370, -0.010, -0.032, 0.983, -1.953, 0.305, 0.427, -7.542, 4.449, -149.073,,,, 28.13,,, 108.653889, 34.258523, 17.353, 149.410, 379.200,,,,,,,,,
 20:06:00.974,COM5, 2024-08-16 20:06:02.470, -0.003, -0.036, 1.019, 2.075, 0.000, 0.610, -7.564, 4.515, -149.035,,,, 28.12,,, 108.653894, 34.258515, 17.205, 149.310, 379.100,,,,,,,,,
 20:06:01.082,COM5, 2024-08-16 20:06:02.550, 0.004, -0.016, 0.978, -1.709, -0.183, 0.488, -7.559, 4.515, -148.986,,,, 28.12,,, 108.653894, 34.258515, 17.205, 149.310, 379.100,,,,,,,,,
 20:06:01.175,COM5, 2024-08-16 20:06:02.650, 0.010, -0.012, 0.960, -1.465, -0.183, 0.610, -7.608, 4.482, -149.068,,,, 28.15,,, 108.653899, 34.258507, 17.131, 149.190, 379.100,,,,,,,,,
 20:06:01.284,COM5, 2024-08-16 20:06:02.769, -0.008, 0.000, 1.031, 0.977, 0.427, 0.916, -7.679, 4.532, -148.986,,,, 28.12,,, 108.653899, 34.258507, 17.131, 149.190, 379.100,,,,,,,,,
 20:06:01.378,COM5, 2024-08-16 20:06:02.869, -0.015, -0.012, 1.001, 0.000, 2.197, 0.671, -7.734, 4.691, -148.936,,,, 28.15,,, 108.653904, 34.258500, 16.890, 149.000, 379.000,,,,,,,,,
 20:06:01.472,COM5, 2024-08-16 20:06:02.954, -0.008, 0.043, 0.961, -2.075, -0.244, 0.549, -7.696, 4.768, -148.870,,,, 28.12,,, 108.653904, 34.258500, 16.890, 149.000, 379.000,,,,,,,,,
 20:06:01.581,COM5, 2024-08-16 20:06:03.054, 0.010, 0.038, 1.027, 1.282, -1.465, 0.366, -7.690, 4.691, -148.832,,,, 28.15,,, 108.653908, 34.258492, 16.871, 148.830, 379.000,,,,,,,,,
 20:06:01.673,COM5, 2024-08-16 20:06:03.175, 0.073, 0.038, 0.930, 0.610, -0.488, 0.366, -7.548, 4.603, -148.788,,,, 28.12,,, 108.653908, 34.258492, 16.871, 148.830, 379.000,,,,,,,,,
 20:06:01.781,COM5, 2024-08-16 20:06:03.275, -0.020, 0.000, 0.984, -3.113, 1.099, 0.244, -7.696, 4.576, -148.799,,,, 28.10,,, 108.653916, 34.258486, 16.982, 148.860, 379.100,,,,,,,,,
 20:06:01.874,COM5, 2024-08-16 20:06:03.355, 0.002, -0.023, 1.073, 0.671, 0.427, -0.244, -7.800, 4.702, -148.799,,,, 28.13,,, 108.653916, 34.258486, 16.982, 148.860, 379.100,,,,,,,,,
 20:06:01.982,COM5, 2024-08-16 20:06:03.455, 0.038, -0.016, 0.955, -0.244, -0.793, -0.183, -7.723, 4.697, -148.821,,,, 28.15,,, 108.653921, 34.258478, 17.186, 148.760, 379.100,,,,,,,,,
 20:06:02.075,COM5, 2024-08-16 20:06:03.575, 0.033, -0.016, 0.981, -1.221, -0.244, -0.305, -7.729, 4.603, -148.843,,,, 28.13,,, 108.653921, 34.258478, 17.186, 148.760, 379.100,,,,,,,,,
 20:06:02.168,COM5, 2024-08-16 20:06:03.675, 0.024, -0.046, 1.014, 1.343, 0.366, -0.366, -7.745, 4.614, -148.881,,,, 28.13,,, 108.653926, 34.258470, 17.390, 148.770, 379.000,,,,,,,,,
 20:06:02.276,COM5, 2024-08-16 20:06:03.759, 0.034, 0.006, 0.945, 1.648, 0.366, -0.244, -7.575, 4.642, -148.909,,,, 28.15,,, 108.653926, 34.258470, 17.390, 148.770, 379.000,,,,,,,,,
 20:06:02.370,COM5, 2024-08-16 20:06:03.859, 0.034, -0.008, 0.934, -1.831, -0.183, -0.854, -7.646, 4.620, -148.969,,,, 28.13,,, 108.653931, 34.258462, 17.149, 148.810, 378.900,,,,,,,,,
 20:06:02.479,COM5, 2024-08-16 20:06:03.939, 0.028, -0.051, 1.034, -0.793, 0.000, -0.854, -7.822, 4.598, -149.068,,,, 28.13,,, 108.653931, 34.258462, 17.149, 148.810, 378.900,,,,,,,,,
 20:06:02.572,COM5, 2024-08-16 20:06:04.039, 0.004, 0.024, 0.943, 0.671, 0.427, -0.549, -7.756, 4.559, -149.134,,,, 28.12,,, 108.653936, 34.258454, 17.131, 148.880, 378.900,,,,,,,,,
 20:06:02.666,COM5, 2024-08-16 20:06:04.160, -0.041, -0.104, 1.052, -3.357, 1.709, -0.427, -7.982, 4.653, -149.183,,,, 28.17,,, 108.653936, 34.258454, 17.131, 148.880, 378.900,,,,,,,,,
 20:06:02.775,COM5, 2024-08-16 20:06:04.214, 0.015, -0.021, 0.967, 1.404, -0.671, -0.793, -7.932, 4.719, -149.238,,,, 28.13,,, 108.653944, 34.258448, 16.890, 149.250, 378.700,,,,,,,,,
 20:06:02.869,COM5, 2024-08-16 20:06:04.345, 0.069, 0.019, 0.960, 0.000, -1.526, -0.854, -7.861, 4.581, -149.332,,,, 28.15,,, 108.653946, 34.258444, 16.853, 149.270, 378.800,,,,,,,,,
 20:06:02.978,COM5, 2024-08-16 20:06:04.445, -0.045, -0.030, 1.037, -1.587, 0.916, -0.427, -8.020, 4.471, -149.398,,,, 28.10,,, 108.653949, 34.258440, 16.853, 149.360, 378.600,,,,,,,,,
 20:06:03.070,COM5, 2024-08-16 20:06:04.560, -0.013, -0.002, 1.067, 1.953, 0.793, -0.061, -8.036, 4.658, -149.420,,,, 28.13,,, 108.653949, 34.258440, 16.853, 149.360, 378.600,,,,,,,,,
 20:06:03.164,COM5, 2024-08-16 20:06:04.660, 0.048, 0.051, 0.901, 2.502, -1.160, 0.122, -7.723, 4.636, -149.420,,,, 28.15,,, 108.653953, 34.258433, 16.464, 149.430, 378.600,,,,,,,,,
 20:06:03.274,COM5, 2024-08-16 20:06:04.744, 0.011, 0.004, 0.971, -0.183, -0.854, -0.244, -7.690, 4.493, -149.425,,,, 28.15,,, 108.653953, 34.258433, 16.464, 149.430, 378.600,,,,,,,,,
 20:06:03.367,COM5, 2024-08-16 20:06:04.844, 0.020, 0.023, 1.014, 2.258, 0.122, -0.061, -7.641, 4.493, -149.453,,,, 28.13,,, 108.653958, 34.258425, 16.705, 149.460, 378.500,,,,,,,,,
 20:06:03.461,COM5, 2024-08-16 20:06:04.964, 0.024, 0.042, 0.957, 1.343, -0.244, 0.000, -7.526, 4.504, -149.464,,,, 28.13,,, 108.653958, 34.258425, 16.705, 149.460, 378.500,,,,,,,,,
 20:06:03.570,COM5, 2024-08-16 20:06:05.064, -0.028, 0.011, 1.020, -0.549, 0.183, 0.427, -7.449, 4.493, -149.436,,,, 28.13,,, 108.653963, 34.258418, 16.779, 149.460, 378.500,,,,,,,,,
 20:06:03.664,COM5, 2024-08-16 20:06:05.145, 0.039, 0.039, 0.993, 2.258, -0.366, 0.793, -7.300, 4.543, -149.365,,,, 28.12,,, 108.653963, 34.258418, 16.779, 149.460, 378.500,,,,,,,,,
 20:06:03.772,COM5, 2024-08-16 20:06:05.245, 0.023, 0.025, 0.966, 0.061, -1.160, 0.793, -7.218, 4.460, -149.288,,,, 28.12,,, 108.653970, 34.258411, 16.797, 149.430, 378.300,,,,,,,,,
 20:06:03.866,COM5, 2024-08-16 20:06:05.365, -0.037, 0.023, 1.000, -1.648, 0.916, 0.671, -7.256, 4.466, -149.200,,,, 28.15,,, 108.653970, 34.258411, 16.797, 149.430, 378.300,,,,,,,,,
 20:06:03.960,COM5, 2024-08-16 20:06:05.465, 0.032, 0.034, 0.991, -1.343, -0.244, 0.305, -7.328, 4.532, -149.150,,,, 28.15,,, 108.653975, 34.258404, 17.001, 149.240, 378.300,,,,,,,,,
 20:06:04.069,COM5, 2024-08-16 20:06:05.550, -0.002, -0.005, 0.997, -2.502, -0.183, 0.549, -7.515, 4.466, -149.117,,,, 28.12,,, 108.653975, 34.258404, 17.001, 149.240, 378.300,,,,,,,,,
 20:06:04.163,COM5, 2024-08-16 20:06:05.650, -0.016, -0.010, 0.997, -1.831, 0.793, 0.549, -7.668, 4.504, -149.057,,,, 28.15,,, 108.653980, 34.258396, 17.168, 149.070, 378.300,,,,,,,,,
 20:06:04.272,COM5, 2024-08-16 20:06:05.769, 0.000, -0.052, 1.057, 0.000, -0.244, 0.732, -7.712, 4.548, -148.997,,,, 28.12,,, 108.653980, 34.258396, 17.168, 149.070, 378.300,,,,,,,,,
 20:06:04.366,COM5, 2024-08-16 20:06:05.869, -0.021, 0.018, 1.018, 1.099, 0.183, 0.916, -7.504, 4.537, -148.865,,,, 28.15,,, 108.653985, 34.258388, 17.168, 148.880, 378.200,,,,,,,,,
 20:06:04.459,COM5, 2024-08-16 20:06:05.949, -0.012, -0.016, 1.073, 0.610, 0.671, 0.549, -7.405, 4.598, -148.782,,,, 28.12,,, 108.653985, 34.258388, 17.168, 148.880, 378.200,,,,,,,,,
 20:06:04.568,COM5, 2024-08-16 20:06:06.049, 0.025, 0.013, 0.983, 1.892, -0.366, 0.488, -7.207, 4.576, -148.716,,,, 28.15,,, 108.653990, 34.258381, 17.408, 148.720, 378.200,,,,,,,,,
 20:06:04.661,COM5, 2024-08-16 20:06:06.135, -0.002, 0.046, 0.952, 0.854, -0.183, 0.732, -7.059, 4.537, -148.651,,,, 28.13,,, 108.653990, 34.258381, 17.408, 148.720, 378.200,,,,,,,,,
 20:06:04.755,COM5, 2024-08-16 20:06:06.235, -0.043, -0.015, 1.052, -2.258, 0.671, 0.244, -7.202, 4.587, -148.629,,,, 28.13,,, 108.653997, 34.258374, 17.556, 148.660, 378.100,,,,,,,,,
 20:06:04.865,COM5, 2024-08-16 20:06:06.355, 0.093, 0.018, 1.026, 1.953, -0.671, 0.488, -7.218, 4.598, -148.596,,,, 28.12,,, 108.653997, 34.258374, 17.556, 148.660, 378.100,,,,,,,,,
 20:06:04.959,COM5, 2024-08-16 20:06:06.455, -0.017, 0.032, 0.937, -1.465, 0.732, 0.122, -7.256, 4.532, -148.546,,,, 28.13,,, 108.654002, 34.258367, 17.631, 148.530, 378.000,,,,,,,,,
 20:06:05.067,COM5, 2024-08-16 20:06:06.535, -0.009, 0.003, 0.978, -0.366, 0.916, -0.122, -7.284, 4.664, -148.546,,,, 28.15,,, 108.654002, 34.258367, 17.631, 148.530, 378.000,,,,,,,,,
 20:06:05.161,COM5, 2024-08-16 20:06:06.635, 0.024, 0.008, 0.924, -0.183, -1.404, -0.183, -7.245, 4.664, -148.524,,,, 28.15,,, 108.654008, 34.258359, 17.705, 148.440, 378.000,,,,,,,,,
 20:06:05.254,COM5, 2024-08-16 20:06:06.754, -0.012, 0.011, 1.014, 0.305, 1.465, 0.000, -7.289, 4.642, -148.519,,,, 28.13,,, 108.654008, 34.258359, 17.705, 148.440, 378.000,,,,,,,,,
 20:06:05.363,COM5, 2024-08-16 20:06:06.854, 0.002, 0.009, 1.023, -0.916, 0.610, -0.427, -7.317, 4.730, -148.519,,,, 28.13,,, 108.654013, 34.258351, 17.742, 148.460, 378.000,,,,,,,,,
 20:06:05.458,COM5, 2024-08-16 20:06:06.939, 0.014, -0.031, 1.048, 1.648, 0.183, 0.000, -7.328, 4.741, -148.541,,,, 28.13,,, 108.654013, 34.258351, 17.742, 148.460, 378.000,,,,,,,,,
 20:06:05.551,COM5, 2024-08-16 20:06:07.039, 0.003, 0.037, 0.990, 1.953, 0.732, 0.000, -7.136, 4.790, -148.508,,,, 28.15,,, 108.654018, 34.258343, 17.834, 148.490, 377.900,,,,,,,,,
 20:06:05.660,COM5, 2024-08-16 20:06:07.155, -0.007, -0.009, 0.988, 0.366, 0.305, -0.061, -7.064, 4.861, -148.513,,,, 28.12,,, 108.654018, 34.258343, 17.834, 148.490, 377.900,,,,,,,,,
 20:06:05.752,COM5, 2024-08-16 20:06:07.255, -0.016, -0.007, 1.030, 1.160, 0.488, 0.183, -6.943, 4.839, -148.557,,,, 28.15,,, 108.654025, 34.258337, 18.038, 148.600, 377.900,,,,,,,,,
 20:06:05.862,COM5, 2024-08-16 20:06:07.340, -0.033, 0.013, 1.030, 0.000, 1.709, -0.061, -6.932, 4.977, -148.541,,,, 28.12,,, 108.654025, 34.258337, 18.038, 148.600, 377.900,,,,,,,,,
 20:06:05.956,COM5, 2024-08-16 20:06:07.440, 0.061, 0.013, 0.932, -0.671, -0.610, -0.061, -7.031, 5.098, -148.607,,,, 28.15,,, 108.654030, 34.258329, 18.131, 148.620, 377.900,,,,,,,,,
 20:06:06.049,COM5, 2024-08-16 20:06:07.560, -0.007, -0.027, 0.985, -1.465, 0.305, -0.427, -7.158, 4.999, -148.634,,,, 28.13,,, 108.654030, 34.258329, 18.131, 148.620, 377.900,,,,,,,,,
 20:06:06.158,COM5, 2024-08-16 20:06:07.660, 0.005, 0.011, 1.076, -0.854, 0.732, -0.427, -7.229, 5.070, -148.651,,,, 28.13,,, 108.654036, 34.258322, 18.057, 148.610, 377.900,,,,,,,,,
 20:06:06.251,COM5, 2024-08-16 20:06:07.739, -0.030, -0.003, 0.970, -1.038, 0.427, -0.366, -7.295, 5.131, -148.694,,,, 28.15,,, 108.654036, 34.258322, 18.057, 148.610, 377.900,,,,,,,,,
 20:06:06.360,COM5, 2024-08-16 20:06:07.839, 0.024, -0.025, 1.052, 3.845, 0.122, 0.122, -7.191, 5.136, -148.694,,,, 28.15,,, 108.654041, 34.258314, 18.112, 148.680, 377.800,,,,,,,,,
 20:06:06.454,COM5, 2024-08-16 20:06:07.924, 0.027, 0.073, 0.940, 0.000, -0.305, -0.488, -6.949, 5.120, -148.711,,,, 28.10,,, 108.654041, 34.258314, 18.112, 148.680, 377.800,,,,,,,,,
 20:06:06.547,COM5, 2024-08-16 20:06:08.024, 0.012, -0.016, 1.058, 0.000, -0.549, -0.366, -7.136, 5.081, -148.771,,,, 28.12,,, 108.654046, 34.258306, 18.112, 148.740, 377.800,,,,,,,,,
 20:06:06.656,COM5, 2024-08-16 20:06:08.145, 0.020, 0.046, 0.986, 0.549, 0.610, 0.000, -7.053, 5.087, -148.782,,,, 28.15,,, 108.654046, 34.258306, 18.112, 148.740, 377.800,,,,,,,,,
 20:06:06.750,COM5, 2024-08-16 20:06:08.245, -0.022, 0.020, 0.985, -2.014, -0.122, -0.427, -7.053, 5.087, -148.804,,,, 28.15,,, 108.654053, 34.258299, 18.186, 148.840, 378.000,,,,,,,,,
 20:06:06.844,COM5, 2024-08-16 20:06:08.325, -0.035, 0.013, 1.014, 0.122, 0.610, -0.061, -7.015, 5.076, -148.815,,,, 28.15,,, 108.654053, 34.258299, 18.186, 148.840, 378.000,,,,,,,,,
 20:06:06.952,COM5, 2024-08-16 20:06:08.425, -0.033, 0.031, 1.040, 1.892, -0.122, -0.183, -6.982, 5.103, -148.832,,,, 28.12,,, 108.654058, 34.258292, 18.279, 148.870, 378.000,,,,,,,,,
 20:06:07.047,COM5, 2024-08-16 20:06:08.545, 0.000, 0.054, 1.013, -0.122, -1.465, -0.488, -6.960, 5.048, -148.881,,,, 28.15,,, 108.654058, 34.258292, 18.279, 148.870, 378.000,,,,,,,,,
 20:06:07.154,COM5, 2024-08-16 20:06:08.645, -0.033, 0.004, 1.043, 0.000, 0.610, 0.000, -6.960, 4.949, -148.903,,,, 28.13,,, 108.654064, 34.258284, 18.445, 148.910, 377.900,,,,,,,,,
 20:06:07.248,COM5, 2024-08-16 20:06:08.729, 0.071, 0.008, 0.994, 0.671, 0.488, -0.183, -6.921, 5.026, -148.909,,,, 28.13,,, 108.654064, 34.258284, 18.445, 148.910, 377.900,,,,,,,,,
 20:06:07.342,COM5, 2024-08-16 20:06:08.829, -0.022, 0.041, 0.989, -1.099, -0.977, -0.305, -6.965, 4.993, -148.947,,,, 28.12,,, 108.654069, 34.258276, 18.464, 148.940, 377.900,,,,,,,,,
 20:06:07.451,COM5, 2024-08-16 20:06:08.944, -0.030, 0.025, 1.045, -0.305, 0.305, -0.244, -6.905, 4.938, -148.986,,,, 28.12,,, 108.654069, 34.258276, 18.464, 148.940, 377.900,,,,,,,,,
 20:06:07.544,COM5, 2024-08-16 20:06:09.044, 0.100, 0.030, 0.979, 0.183, -0.488, -0.244, -6.844, 4.927, -148.991,,,, 28.15,,, 108.654074, 34.258268, 18.760, 148.970, 377.800,,,,,,,,,
 20:06:07.652,COM5, 2024-08-16 20:06:09.130, -0.040, 0.026, 0.998, 2.014, 0.793, 0.244, -6.773, 4.905, -148.986,,,, 28.10,,, 108.654074, 34.258268, 18.760, 148.970, 377.800,,,,,,,,,
 20:06:07.745,COM5, 2024-08-16 20:06:09.230, 0.002, 0.063, 0.991, -0.244, 0.793, 0.000, -6.603, 5.054, -149.019,,,, 28.12,,, 108.654081, 34.258261, 19.094, 149.070, 377.700,,,,,,,,,
 20:06:07.854,COM5, 2024-08-16 20:06:09.350, 0.021, 0.054, 1.051, -0.427, -1.038, -0.549, -6.614, 5.032, -149.063,,,, 28.12,,, 108.654081, 34.258261, 19.094, 149.070, 377.700,,,,,,,,,
 20:06:07.948,COM5, 2024-08-16 20:06:09.450, -0.033, 0.046, 0.996, -0.488, 0.610, -0.244, -6.570, 4.977, -149.106,,,, 28.12,,, 108.654087, 34.258252, 19.353, 149.110, 377.700,,,,,,,,,
 20:06:08.042,COM5, 2024-08-16 20:06:09.530, 0.033, -0.001, 1.011, -0.549, -0.244, -0.244, -6.581, 4.955, -149.128,,,, 28.13,,, 108.654087, 34.258252, 19.353, 149.110, 377.700,,,,,,,,,
 20:06:08.152,COM5, 2024-08-16 20:06:09.630, 0.032, -0.021, 1.048, 1.526, -0.488, -0.427, -6.608, 4.883, -149.376,,,, 28.12,,, 108.654093, 34.258244, 19.853, 149.570, 377.600,,,,,,,,,
 20:06:08.246,COM5, 2024-08-16 20:06:09.714, -0.006, 0.049, 0.954, -0.366, 0.916, -0.122, -6.504, 4.916, -149.398,,,, 28.12,,, 108.654093, 34.258244, 19.853, 149.570, 377.600,,,,,,,,,
 20:06:08.339,COM5, 2024-08-16 20:06:09.814, -0.009, 0.042, 0.999, -0.427, -1.221, -0.549, -6.443, 4.883, -149.436,,,, 28.15,,, 108.654098, 34.258236, 20.075, 149.440, 377.600,,,,,,,,,
 20:06:08.449,COM5, 2024-08-16 20:06:09.934, 0.004, 0.023, 1.020, 0.122, 0.488, -0.305, -6.378, 4.823, -149.474,,,, 28.13,,, 108.654098, 34.258236, 20.075, 149.440, 377.600,,,,,,,,,
 20:06:08.542,COM5, 2024-08-16 20:06:10.034, 0.012, 0.045, 1.049, -0.671, 0.061, -0.183, -6.323, 4.861, -149.420,,,, 28.12,,, 108.654104, 34.258227, 20.131, 149.350, 377.600,,,,,,,,,
 20:06:08.636,COM5, 2024-08-16 20:06:10.115, -0.023, 0.018, 0.998, 0.671, 0.427, -0.122, -6.295, 4.839, -149.447,,,, 28.12,,, 108.654104, 34.258227, 20.131, 149.350, 377.600,,,,,,,,,
 20:06:08.745,COM5, 2024-08-16 20:06:10.215, 0.064, 0.033, 0.972, 1.038, -0.366, -0.183, -6.185, 4.872, -149.178,,,, 28.10,,, 108.654112, 34.258219, 20.483, 148.880, 377.500,,,,,,,,,
 20:06:08.839,COM5, 2024-08-16 20:06:10.335, -0.072, 0.020, 0.994, -0.549, 0.305, -0.305, -6.207, 4.812, -149.216,,,, 28.12,,, 108.654112, 34.258219, 20.483, 148.880, 377.500,,,,,,,,,
 20:06:08.947,COM5, 2024-08-16 20:06:10.435, -0.021, -0.013, 1.083, 0.427, 1.343, -0.061, -6.185, 4.883, -149.431,,,, 28.17,,, 108.654118, 34.258210, 20.835, 149.630, 377.500,,,,,,,,,
 20:06:09.040,COM5, 2024-08-16 20:06:10.520, -0.010, -0.003, 1.038, 0.732, -0.916, -0.122, -6.108, 4.905, -149.420,,,, 28.13,,, 108.654118, 34.258210, 20.835, 149.630, 377.500,,,,,,,,,
 20:06:09.133,COM5, 2024-08-16 20:06:10.620, -0.013, 0.029, 1.049, -0.610, 0.427, -0.366, -6.185, 4.883, -149.260,,,, 28.13,,, 108.654124, 34.258201, 21.001, 149.040, 377.400,,,,,,,,,
 20:06:09.242,COM5, 2024-08-16 20:06:10.739, -0.050, 0.021, 1.000, -0.854, -0.061, -0.061, -6.136, 4.911, -149.255,,,, 28.15,,, 108.654124, 34.258201, 21.001, 149.040, 377.400,,,,,,,,,
 20:06:09.334,COM5, 2024-08-16 20:06:10.839, -0.043, 0.017, 1.051, 0.305, 0.183, -0.488, -6.108, 4.900, -149.178,,,, 28.15,,, 108.654130, 34.258192, 21.316, 149.050, 377.400,,,,,,,,,
 20:06:09.442,COM5, 2024-08-16 20:06:10.919, 0.049, 0.011, 1.018, 0.122, 0.061, -0.122, -6.048, 4.927, -149.194,,,, 28.10,,, 108.654130, 34.258192, 21.316, 149.050, 377.400,,,,,,,,,
 20:06:09.535,COM5, 2024-08-16 20:06:11.019, -0.028, 0.004, 1.014, 0.000, 0.366, -0.488, -5.988, 4.861, -149.156,,,, 28.12,,, 108.654136, 34.258183, 21.520, 149.070, 377.400,,,,,,,,,
 20:06:09.644,COM5, 2024-08-16 20:06:11.140, 0.029, 0.031, 1.053, 0.000, 0.793, -0.183, -5.966, 4.900, -149.189,,,, 28.15,,, 108.654136, 34.258183, 21.520, 149.070, 377.400,,,,,,,,,
 20:06:09.738,COM5, 2024-08-16 20:06:11.240, -0.058, 0.061, 1.022, 0.793, -0.610, -0.305, -5.900, 4.839, -149.513,,,, 28.15,,, 108.654143, 34.258174, 21.816, 149.790, 377.400,,,,,,,,,
 20:06:09.830,COM5, 2024-08-16 20:06:11.325, -0.008, 0.003, 1.079, -0.793, 0.305, -0.244, -6.010, 4.845, -149.551,,,, 28.13,,, 108.654143, 34.258174, 21.816, 149.790, 377.400,,,,,,,,,
 20:06:09.939,COM5, 2024-08-16 20:06:11.425, -0.017, -0.031, 1.038, -0.427, -0.244, -0.061, -6.015, 4.878, -149.716,,,, 28.12,,, 108.654150, 34.258165, 22.075, 149.880, 377.400,,,,,,,,,
 20:06:10.032,COM5, 2024-08-16 20:06:11.510, -0.028, 0.009, 1.014, 0.000, -0.183, -0.366, -6.086, 4.894, -149.744,,,, 28.15,,, 108.654150, 34.258165, 22.075, 149.880, 377.400,,,,,,,,,
 20:06:10.141,COM5, 2024-08-16 20:06:11.610, 0.021, 0.019, 0.965, 1.953, -1.038, 0.000, -6.081, 4.883, -149.875,,,, 28.15,,, 108.654156, 34.258155, 22.075, 149.910, 377.400,,,,,,,,,
 20:06:10.234,COM5, 2024-08-16 20:06:11.724, -0.062, -0.010, 1.006, -0.122, 0.366, -0.183, -6.092, 4.823, -149.892,,,, 28.12,,, 108.654156, 34.258155, 22.075, 149.910, 377.400,,,,,,,,,
 20:06:10.327,COM5, 2024-08-16 20:06:11.824, 0.031, -0.062, 1.109, 0.977, -0.183, 0.061, -6.196, 4.900, -149.925,,,, 28.13,,, 108.654163, 34.258146, 22.409, 149.940, 377.400,,,,,,,,,
 20:06:10.436,COM5, 2024-08-16 20:06:11.909, 0.024, -0.028, 0.933, 1.038, -0.305, 0.000, -6.163, 4.861, -149.914,,,, 28.12,,, 108.654163, 34.258146, 22.409, 149.940, 377.400,,,,,,,,,
 20:06:10.531,COM5, 2024-08-16 20:06:12.009, 0.026, 0.000, 0.986, 0.000, 0.244, 0.305, -6.180, 4.889, -149.941,,,, 28.13,,, 108.654169, 34.258136, 22.520, 149.990, 377.400,,,,,,,,,
 20:06:10.641,COM5, 2024-08-16 20:06:12.125, -0.047, -0.019, 0.942, -0.732, 0.732, 0.427, -6.092, 4.878, -149.881,,,, 28.12,,, 108.654169, 34.258136, 22.520, 149.990, 377.400,,,,,,,,,
 20:06:10.733,COM5, 2024-08-16 20:06:12.225, -0.029, -0.059, 1.048, -0.427, 0.244, 0.427, -6.130, 4.938, -149.903,,,, 28.15,,, 108.654177, 34.258127, 22.372, 149.970, 377.500,,,,,,,,,
 20:06:10.827,COM5, 2024-08-16 20:06:12.310, -0.028, 0.007, 0.971, 0.305, -0.305, 1.038, -6.059, 4.966, -149.799,,,, 28.13,,, 108.654177, 34.258127, 22.372, 149.970, 377.500,,,,,,,,,
 20:06:10.935,COM5, 2024-08-16 20:06:12.410, -0.006, -0.014, 1.027, -2.441, 0.732, 0.793, -6.202, 4.971, -149.793,,,, 28.13,,, 108.654183, 34.258117, 22.464, 149.880, 377.500,,,,,,,,,
 20:06:11.029,COM5, 2024-08-16 20:06:12.530, -0.058, -0.037, 0.953, -1.526, -0.366, 0.916, -6.262, 4.977, -149.683,,,, 28.15,,, 108.654183, 34.258117, 22.464, 149.880, 377.500,,,,,,,,,
 20:06:11.138,COM5, 2024-08-16 20:06:12.630, -0.047, -0.039, 1.077, 0.061, -0.244, 0.671, -6.432, 4.966, -149.645,,,, 28.13,,, 108.654190, 34.258108, 22.242, 149.690, 377.500,,,,,,,,,
 20:06:11.230,COM5, 2024-08-16 20:06:12.709, -0.007, 0.009, 1.012, 1.038, -0.854, 1.038, -6.416, 4.955, -149.562,,,, 28.12,,, 108.654190, 34.258108, 22.242, 149.690, 377.500,,,,,,,,,
 20:06:11.325,COM5, 2024-08-16 20:06:12.809, -0.085, 0.012, 0.991, -0.854, -0.061, 0.793, -6.394, 4.894, -149.480,,,, 28.12,,, 108.654196, 34.258098, 22.149, 149.530, 377.500,,,,,,,,,
 20:06:11.435,COM5, 2024-08-16 20:06:12.929, 0.075, -0.015, 1.075, 1.465, -0.305, 1.282, -6.443, 4.927, -149.376,,,, 28.15,,, 108.654196, 34.258098, 22.149, 149.530, 377.500,,,,,,,,,
 20:06:11.528,COM5, 2024-08-16 20:06:13.029, -0.044, 0.035, 0.878, 1.343, -0.427, 1.160, -6.356, 4.911, -149.277,,,, 28.12,,, 108.654203, 34.258089, 22.131, 149.350, 377.500,,,,,,,,,
 20:06:11.636,COM5, 2024-08-16 20:06:13.115, -0.026, 0.005, 0.989, 0.122, -0.671, 0.854, -6.438, 4.949, -149.194,,,, 28.13,,, 108.654203, 34.258089, 22.131, 149.350, 377.500,,,,,,,,,
 20:06:11.730,COM5, 2024-08-16 20:06:13.215, 0.019, -0.044, 1.000, 1.404, -0.793, 0.854, -6.372, 4.900, -149.128,,,, 28.12,,, 108.654210, 34.258080, 22.205, 149.160, 377.600,,,,,,,,,
 20:06:11.822,COM5, 2024-08-16 20:06:13.335, -0.011, -0.023, 0.952, -0.793, 0.732, 0.671, -6.405, 4.900, -149.041,,,, 28.12,,, 108.654210, 34.258080, 22.205, 149.160, 377.600,,,,,,,,,
 20:06:11.932,COM5, 2024-08-16 20:06:13.435, -0.004, -0.018, 1.021, 2.014, -0.732, 0.977, -6.411, 4.872, -148.958,,,, 28.12,,, 108.654217, 34.258070, 22.242, 148.990, 377.600,,,,,,,,,
